GO
INSERT INTO Owners (Owner_id, Phone, Email) VALUES
    (111, 5, 2, 1, 1498, 8990, 2006, 111),
    (112, 5, 3, 1, 894, 10650, 1976, 112),
    (113, 6, 3, 1, 1414, 8773, 2004, 113),
    (114, 8, 3, 1, 1668, 11317, 2003, 114),
    (115, 8, 3, 1, 1604, 8814, 2006, 115),
    (116, 7, 3, 1, 1792, 12435, 2001, 116),
    (117, 10, 3, 1, 2574, 9588, 2007, 117),
    (118, 8, 3, 1, 1919, 15611, 2006, 118),
    (119, 9, 4, 1, 2452, 16226, 1998, 119),
    (120, 6, 3, 1, 1541, 13704, 2001, 120),
    (121, 5, 3, 1, 894, 9800, 1972, 121),
    (122, 8, 3, 1, 2000, 10386, 2004, 122),
    (123, 7, 3, 1, 1536, 9135, 2002, 123),
    (124, 6, 3, 1, 1200, 11249, 1995, 124),
    (125, 8, 4, 1, 1928, 8200, 2003, 125),
    (126, 5, 2, 1, 914, 8846, 1996, 126),
    (127, 8, 3, 1, 1797, 9245, 2006, 127),
    (128, 6, 3, 1, 1479, 9382, 1999, 128),
    (129, 6, 2, 1, 894, 7200, 1972, 129),
    (130, 6, 3, 1, 1310, 8767, 2005, 130),
    (131, 6, 2, 1, 1208, 6762, 2007, 131),
    (132, 6, 3, 1, 1661, 10667, 1996, 132),
    (133, 8, 4, 1, 1908, 8750, 1994, 133),
    (134, 5, 3, 1, 1040, 8430, 1978, 134),
    (135, 7, 3, 1, 1493, 13125, 1997, 135),
    (136, 7, 3, 1, 1718, 10637, 2007, 136),
    (137, 7, 3, 1, 1796, 9531, 1998, 137),
    (138, 8, 3, 1, 1724, 8924, 1998, 138),
    (139, 6, 3, 1, 1601, 11423, 2001, 139),
    (140, 6, 3, 1, 1582, 8320, 2004, 140),
    (141, 5, 3, 1, 924, 7990, 1975, 141),
    (142, 6, 3, 1, 1494, 12803, 2002, 142),
    (143, 6, 3, 1, 1040, 12464, 1996, 143),
    (144, 8, 3, 1, 2153, 11050, 2000, 144),
    (145, 7, 3, 1, 1872, 11885, 2001, 145),
    (146, 7, 2, 1, 1716, 8750, 1996, 146),
    (147, 7, 3, 1, 1476, 8633, 2005, 147),
    (148, 7, 3, 1, 1668, 11248, 2002, 148),
    (149, 7, 3, 1, 1484, 8400, 2004, 149),
    (150, 5, 3, 1, 971, 9920, 1969, 150),
    (151, 6, 2, 1, 1232, 7314, 2007, 151),
    (152, 8, 3, 1, 2031, 11404, 1998, 152),
    (153, 7, 3, 1, 1728, 9313, 2004, 153),
    (154, 6, 3, 1, 1494, 9236, 1997, 154),
    (155, 7, 3, 1, 1768, 10769, 2007, 155),
    (156, 8, 3, 1, 1836, 9100, 2004, 156),
    (157, 7, 3, 1, 1614, 11210, 2005, 157),
    (158, 6, 3, 1, 1430, 16285, 2001, 158),
    (159, 7, 3, 1, 1456, 8199, 2005, 159),
    (160, 6, 3, 1, 1661, 12137, 1998, 160),
    (161, 6, 3, 1, 1640, 7226, 2003, 161),
    (162, 7, 3, 1, 1829, 9548, 2003, 162),
    (163, 6, 3, 1, 1099, 9525, 1995, 163),
    (164, 5, 3, 1, 864, 15523, 1972, 164),
    (165, 5, 3, 1, 1026, 10970, 1978, 165),
    (166, 7, 3, 1, 1682, 8750, 1998, 166),
    (167, 6, 3, 1, 864, 7000, 1978, 167),
    (168, 5, 3, 1, 1268, 9286, 1977, 168),
    (169, 7, 3, 1, 1788, 11838, 2001, 169),
    (170, 6, 3, 1, 1500, 8487, 2004, 170),
    (171, 7, 3, 1, 1962, 8760, 2006, 171),
    (172, 7, 3, 1, 1776, 14006, 2002, 172),
    (173, 5, 2, 1, 768, 7200, 1972, 173),
    (174, 6, 3, 1, 1337, 8450, 2003, 174),
    (175, 7, 2, 1, 1800, 11923, 2007, 175),
    (176, 9, 4, 1, 2290, 11250, 2002, 176),
    (177, 6, 3, 1, 1500, 8846, 2005, 177),
    (178, 6, 2, 1, 1208, 6762, 2006, 178),
    (179, 6, 3, 1, 985, 8385, 1977, 179),
    (180, 6, 3, 1, 1504, 11883, 1996, 180),
    (181, 6, 2, 1, 1220, 7406, 2006, 181),
    (182, 5, 3, 1, 882, 7700, 1972, 182),
    (183, 6, 3, 1, 1654, 8125, 2002, 183),
    (184, 7, 3, 1, 2263, 9240, 2001, 184),
    (185, 5, 3, 1, 990, 9245, 1994, 185),
    (186, 6, 3, 1, 1316, 11175, 2007, 186),
    (187, 7, 3, 1, 1989, 11367, 2002, 187),
    (188, 5, 2, 1, 1240, 8556, 2006, 188),
    (189, 5, 3, 1, 990, 8775, 1994, 189),
    (190, 6, 3, 1, 1459, 8749, 2002, 190),
    (191, 6, 3, 1, 1314, 9317, 2006, 191),
    (192, 7, 3, 1, 1552, 10084, 2005, 192),
    (193, 11, 4, 1, 2828, 9965, 2006, 193),
    (194, 7, 3, 1, 1694, 10475, 2008, 194),
    (195, 7, 3, 1, 1660, 8935, 2002, 195),
    (196, 6, 3, 1, 1212, 9100, 2001, 196),
    (197, 6, 3, 1, 1779, 10400, 1998, 197),
    (198, 6, 3, 1, 1630, 9750, 2000, 198),
    (199, 7, 3, 1, 1700, 9135, 2003, 199),
    (200, 8, 4, 1, 1948, 12393, 2004, 200),
    (201, 8, 3, 1, 1768, 8158, 2003, 201),
    (202, 7, 3, 1, 2031, 9473, 2002, 202),
    (203, 6, 3, 1, 1573, 9808, 2002, 203),
    (204, 5, 3, 1, 1040, 8800, 1977, 204),
    (205, 5, 3, 1, 990, 8072, 1994, 205),
    (206, 6, 3, 1, 1274, 8814, 2005, 206),
    (207, 8, 3, 1, 1630, 10226, 2008, 207),
    (208, 7, 3, 1, 1787, 14781, 2001, 208),
    (209, 6, 3, 1, 954, 10780, 1976, 209),
    (210, 8, 3, 1, 1861, 13450, 2002, 210),
    (211, 5, 3, 1, 864, 9560, 1972, 211),
    (212, 7, 3, 1, 2169, 9375, 2002, 212),
    (213, 8, 3, 1, 1456, 11103, 2006, 213),
    (214, 7, 3, 1, 1865, 10316, 2000, 214),
    (215, 7, 3, 1, 1790, 9179, 1999, 215),
    (216, 8, 3, 1, 1668, 10635, 2003, 216),
    (217, 8, 3, 1, 2097, 9750, 1998, 217),
    (218, 6, 3, 1, 1525, 9100, 2000, 218),
    (219, 6, 2, 1, 1294, 6762, 2006, 219),
    (220, 5, 2, 1, 768, 8445, 1972, 220),
    (221, 6, 3, 1, 1840, 12420, 2001, 221),
    (222, 7, 3, 1, 1422, 8500, 2004, 222),
    (223, 8, 3, 1, 2090, 10000, 1995, 223),
    (224, 7, 3, 1, 1717, 9550, 1915, 224),
    (225, 5, 2, 1, 964, 13360, 1921, 225),
    (226, 7, 3, 1, 2259, 21000, 1953, 226),
    (227, 9, 3, 1, 2320, 7259, 1945, 227),
    (228, 9, 4, 1, 1802, 7588, 1920, 228),
    (229, 10, 3, 1, 2727, 10570, 1932, 229),
    (230, 8, 3, 1, 1954, 15660, 1939, 230),
    (231, 6, 3, 1, 1152, 14000, 1950, 231),
    (232, 8, 4, 1, 1680, 15576, 1915, 232),
    (233, 10, 4, 1, 2624, 22420, 1918, 233),
    (234, 4, 2, 1, 694, 4280, 1913, 234),
    (235, 6, 3, 1, 1660, 11988, 1934, 235),
    (236, 6, 1, 1, 1801, 15602, 1959, 236),
    (237, 5, 2, 1, 789, 10594, 1926, 237),
    (238, 9, 3, 1, 2080, 10918, 1926, 238),
    (239, 9, 4, 2, 2515, 32668, 1957, 239),
    (240, 7, 3, 1, 1647, 12984, 1977, 240),
    (241, 10, 4, 1, 3194, 12168, 1934, 241),
    (242, 6, 3, 1, 1502, 7200, 1931, 242),
    (243, 5, 2, 1, 1180, 11600, 1922, 243),
    (244, 7, 3, 1, 1839, 14442, 1957, 244),
    (245, 5, 3, 1, 1680, 21695, 1988, 245),
    (246, 7, 4, 1, 1646, 7128, 1941, 246),
    (247, 7, 3, 1, 1426, 7642, 1918, 247),
    (248, 6, 3, 1, 2057, 11500, 1936, 248),
    (249, 7, 2, 1, 1308, 9600, 1940, 249),
    (250, 7, 3, 1, 1502, 10592, 1923, 250),
    (251, 5, 2, 1, 954, 6305, 1938, 251),
    (252, 7, 3, 1, 1991, 11275, 1932, 252),
    (253, 6, 3, 1, 1740, 13125, 1940, 253),
    (254, 7, 3, 1, 1564, 12000, 1941, 254),
    (255, 6, 2, 1, 1811, 14115, 1956, 255),
    (256, 7, 3, 1, 1640, 14778, 1954, 256),
    (257, 9, 4, 1, 2345, 16560, 1932, 257),
    (258, 7, 3, 1, 1343, 7681, 1921, 258),
    (259, 9, 4, 1, 1784, 13132, 1914, 259),
    (260, 7, 3, 1, 1517, 11435, 1929, 260),
    (261, 11, 4, 1, 3447, 14100, 1935, 261),
    (262, 8, 3, 1, 1250, 5362, 1910, 262),
    (263, 7, 3, 1, 1494, 7500, 1942, 263),
    (264, 7, 3, 1, 1902, 17500, 1959, 264),
    (265, 9, 3, 1, 1913, 7558, 1928, 265),
    (266, 7, 3, 1, 1844, 16381, 1969, 266),
    (267, 11, 3, 1, 2555, 11526, 1922, 267),
    (268, 9, 4, 1, 2340, 9042, 1941, 268),
    (269, 6, 3, 1, 960, 10921, 1965, 269),
    (270, 5, 2, 1, 835, 10625, 1920, 270),
    (271, 7, 4, 1, 1855, 9525, 1954, 271),
    (272, 5, 2, 1, 1125, 8536, 2006, 272),
    (273, 5, 2, 1, 1096, 9600, 1924, 273),
    (274, 7, 4, 1, 2158, 12615, 1950, 274),
    (275, 7, 3, 1, 1340, 9060, 1957, 275),
    (276, 5, 2, 1, 1121, 8546, 2003, 276),
    (277, 5, 2, 1, 864, 5604, 1925, 277),
    (278, 6, 3, 1, 1212, 10420, 2009, 278),
    (279, 7, 3, 1, 1487, 8741, 1945, 279),
    (280, 6, 3, 1, 1113, 7917, 1976, 280),
    (281, 8, 3, 1, 1716, 11409, 1949, 281),
    (282, 4, 1, 1, 861, 12342, 1940, 282),
    (283, 5, 3, 1, 1111, 9084, 1941, 283),
    (284, 7, 4, 1, 1922, 7301, 2003, 284),
    (285, 4, 1, 1, 904, 10020, 1922, 285),
    (286, 8, 5, 1, 1184, 8410, 1910, 286),
    (287, 6, 3, 1, 1125, 7200, 1976, 287),
    (288, 7, 4, 1, 1367, 8405, 1900, 288),
    (289, 6, 3, 1, 1144, 9571, 1956, 289),
    (290, 5, 3, 1, 1276, 9571, 1958, 290),
    (291, 7, 3, 1, 1134, 8160, 1940, 291),
    (292, 7, 3, 1, 1196, 12354, 1920, 292),
    (293, 7, 3, 1, 1689, 9855, 1956, 293),
    (294, 6, 2, 1, 1214, 9170, 1965, 294),
    (295, 11, 3, 1, 4676, 40094, 2007, 295),
    (296, 5, 2, 1, 605, 9098, 1920, 296),
    (297, 5, 2, 1, 1126, 8777, 1949, 297),
    (298, 6, 3, 1, 996, 13907, 1940, 298),
    (299, 8, 4, 1, 1674, 21780, 1918, 299),
    (300, 8, 3, 1, 2008, 7800, 1948, 300),
    (301, 5, 2, 1, 864, 8248, 1914, 301),
    (302, 4, 2, 1, 796, 8777, 1910, 302),
    (303, 5, 3, 1, 1094, 10452, 1953, 303),
    (304, 7, 4, 1, 1510, 9084, 1940, 304),
    (305, 7, 3, 1, 1486, 9937, 1964, 305),
    (306, 6, 3, 1, 1181, 10012, 1972, 306),
    (307, 6, 3, 1, 1369, 6629, 1925, 307),
    (308, 6, 2, 1, 1148, 6420, 1952, 308),
    (309, 7, 4, 1, 1470, 8172, 1954, 309),
    (310, 8, 3, 1, 1698, 13286, 2007, 310),
    (311, 9, 4, 1, 1529, 8405, 1945, 311),
    (312, 6, 2, 1, 1220, 8877, 1951, 312),
    (313, 6, 3, 1, 1117, 7819, 1976, 313),
    (314, 7, 3, 1, 1250, 8248, 1918, 314),
    (315, 6, 3, 1, 1200, 11767, 1946, 315),
    (316, 5, 2, 1, 1090, 7024, 2005, 316),
    (317, 8, 3, 1, 1393, 16466, 1955, 317),
    (318, 6, 3, 1, 1229, 17140, 1956, 318),
    (319, 5, 3, 1, 894, 9450, 1954, 319),
    (320, 4, 2, 1, 944, 10206, 1952, 320),
    (321, 5, 2, 1, 1132, 7024, 2005, 321),
    (322, 5, 3, 1, 845, 11500, 1957, 322),
    (323, 8, 4, 1, 1733, 13680, 1955, 323),
    (324, 6, 2, 1, 930, 11100, 1946, 324),
    (325, 7, 4, 1, 1526, 8562, 1957, 325),
    (326, 7, 4, 1, 1456, 7585, 1948, 326),
    (327, 6, 3, 1, 1426, 7950, 1977, 327),
    (328, 5, 3, 1, 960, 8926, 1956, 328),
    (329, 4, 2, 1, 698, 9405, 1947, 329),
    (330, 6, 3, 1, 1466, 17755, 1959, 330),
    (331, 7, 4, 1, 2108, 13728, 1935, 331),
    (332, 5, 3, 1, 1124, 8335, 1954, 332),
    (333, 7, 4, 1, 1221, 9738, 1924, 333),
    (334, 4, 2, 1, 672, 9340, 1941, 334),
    (335, 7, 3, 1, 1656, 6931, 2003, 335),
    (336, 4, 2, 1, 864, 4060, 1922, 336),
    (337, 5, 2, 1, 1357, 11512, 1959, 337),
    (338, 5, 2, 1, 864, 8172, 1955, 338),
    (339, 12, 3, 1, 5642, 63887, 2008, 339),
    (340, 5, 3, 1, 948, 8190, 1954, 340),
    (341, 5, 3, 1, 948, 10215, 1954, 341),
    (342, 6, 3, 1, 774, 4270, 1931, 342),
    (343, 3, 2, 1, 816, 8877, 1938, 343),
    (344, 6, 3, 1, 1604, 10998, 1941, 344),
    (345, 5, 2, 1, 864, 8212, 1914, 345),
    (346, 6, 2, 1, 1258, 9060, 1939, 346),
    (347, 8, 4, 1, 2201, 19690, 1966, 347),
    (348, 6, 2, 1, 1346, 11767, 1910, 348),
    (349, 6, 3, 1, 1256, 9937, 1965, 349),
    (350, 6, 3, 1, 1470, 13869, 1997, 350),
    (351, 7, 3, 1, 1718, 10141, 1998, 351),
    (352, 7, 3, 1, 1474, 8530, 1995, 352),
    (353, 6, 3, 1, 1560, 11911, 2005, 353),
    (354, 6, 3, 1, 1470, 9765, 1993, 354),
    (355, 7, 3, 1, 1430, 7750, 2000, 355),
    (356, 7, 3, 1, 2054, 12224, 2000, 356),
    (357, 8, 3, 1, 2035, 9505, 2001, 357),
    (358, 9, 4, 1, 2462, 19378, 2005, 358),
    (359, 7, 3, 1, 1720, 8244, 2004, 359),
    (360, 5, 3, 1, 1442, 11851, 1990, 360),
    (361, 8, 4, 1, 2267, 8068, 2002, 361),
    (362, 8, 4, 1, 1960, 7851, 2002, 362),
    (363, 8, 4, 1, 2291, 8738, 1999, 363),
    (364, 8, 3, 1, 1511, 11207, 1997, 364),
    (365, 4, 2, 1, 864, 19138, 1951, 365),
    (366, 6, 3, 1, 1501, 7685, 1993, 366),
    (367, 6, 3, 1, 1432, 7795, 2004, 367),
    (368, 7, 3, 1, 1638, 9042, 1998, 368),
    (369, 6, 3, 1, 1167, 9248, 1992, 369),
    (370, 7, 3, 1, 1664, 8121, 2000, 370),
    (371, 7, 3, 1, 1800, 8123, 2000, 371),
    (372, 7, 3, 1, 1572, 10364, 1995, 372),
    (373, 6, 3, 1, 1340, 8899, 2007, 373),
    (374, 7, 3, 1, 1604, 10839, 1997, 374),
    (375, 10, 4, 1, 1886, 11214, 1998, 375),
    (376, 8, 3, 1, 1456, 15578, 2006, 376),
    (377, 6, 3, 1, 1414, 9056, 2004, 377),
    (378, 7, 3, 1, 1496, 17104, 2006, 378),
    (379, 6, 3, 1, 1446, 21872, 1996, 379),
    (380, 8, 3, 1, 1430, 9967, 2000, 380),
    (381, 7, 3, 1, 1509, 7861, 2002, 381),
    (382, 7, 3, 1, 1936, 11194, 2000, 382),
    (383, 8, 3, 1, 1456, 9018, 2007, 383),
    (384, 8, 3, 1, 1801, 10463, 2005, 384),
    (385, 8, 4, 1, 2256, 8795, 2000, 385),
    (386, 6, 3, 1, 1320, 7750, 2003, 386),
    (387, 6, 3, 1, 1253, 7875, 1995, 387),
    (388, 7, 3, 1, 1895, 10832, 1994, 388),
    (389, 7, 3, 1, 1733, 12394, 2003, 389),
    (390, 6, 3, 1, 1481, 8125, 1994, 390),
    (391, 7, 2, 1, 2320, 14762, 1948, 391),
    (392, 7, 3, 1, 1593, 9636, 1992, 392),
    (393, 8, 3, 1, 1509, 7875, 2003, 393),
    (394, 7, 3, 1, 1670, 14859, 2006, 394),
    (395, 8, 3, 1, 1484, 12589, 2005, 395),
    (396, 6, 3, 1, 1316, 10237, 2005, 396),
    (397, 8, 4, 1, 2236, 13006, 1997, 397),
    (398, 8, 3, 1, 2060, 8755, 1999, 398),
    (399, 8, 3, 1, 1484, 10237, 2005, 399),
    (400, 7, 3, 1, 1472, 10784, 1991, 400),
    (401, 6, 3, 1, 1302, 8993, 2007, 401),
    (402, 7, 3, 1, 1571, 7837, 1993, 402),
    (403, 6, 3, 1, 1498, 13031, 1995, 403),
    (404, 9, 3, 1, 2021, 23257, 2006, 404),
    (405, 7, 3, 1, 1690, 8063, 2000, 405),
    (406, 8, 3, 1, 1658, 8000, 1995, 406),
    (407, 7, 3, 1, 1419, 7750, 2002, 407),
    (408, 7, 3, 1, 1482, 9125, 1992, 408),
    (409, 7, 3, 1, 1530, 14572, 2004, 409),
    (410, 8, 4, 1, 1959, 11796, 2004, 410),
    (411, 7, 3, 1, 1600, 8773, 1997, 411),
    (412, 7, 3, 1, 1671, 10852, 2000, 412),
    (413, 7, 3, 1, 1804, 7500, 1999, 413),
    (414, 8, 3, 1, 1456, 8029, 2005, 414),
    (415, 9, 4, 1, 1863, 14054, 2006, 415),
    (416, 8, 4, 1, 1752, 12134, 1988, 416),
    (417, 8, 3, 1, 1490, 15384, 2004, 417),
    (418, 5, 2, 1, 1166, 9587, 2005, 418),
    (419, 7, 3, 1, 1675, 24682, 1999, 419),
    (420, 9, 3, 1, 1983, 10762, 1999, 420),
    (421, 8, 3, 1, 1632, 9084, 1998, 421),
    (422, 6, 3, 1, 1412, 8499, 2006, 422),
    (423, 7, 3, 1, 1746, 14892, 2006, 423),
    (424, 8, 3, 1, 1593, 7415, 2004, 424),
    (425, 7, 4, 1, 1838, 21930, 2005, 425),
    (426, 8, 3, 1, 1792, 10261, 2000, 426),
    (427, 7, 3, 1, 1647, 7917, 1999, 427),
    (428, 6, 3, 1, 1108, 7449, 1930, 428),
    (429, 6, 3, 1, 1111, 7200, 1920, 429),
    (430, 7, 4, 1, 1818, 7758, 1931, 430),
    (431, 7, 3, 1, 1517, 8500, 1919, 431),
    (432, 4, 3, 1, 1123, 6060, 1939, 432),
    (433, 4, 2, 1, 778, 6900, 1940, 433),
    (434, 6, 4, 1, 1558, 13710, 1950, 434),
    (435, 6, 3, 1, 1406, 7920, 1920, 435),
    (436, 5, 2, 1, 803, 5000, 1941, 436),
    (437, 6, 3, 1, 1192, 6402, 1920, 437),
    (438, 6, 3, 1, 1344, 10690, 1920, 438),
    (439, 6, 2, 1, 1077, 8967, 1920, 439),
    (440, 7, 3, 1, 1376, 8600, 1937, 440),
    (441, 6, 3, 1, 1375, 9000, 1937, 441),
    (442, 7, 3, 1, 1469, 10320, 1906, 442),
    (443, 5, 2, 1, 1208, 6240, 1925, 443),
    (444, 5, 2, 1, 1196, 4800, 1916, 444),
    (445, 6, 2, 1, 951, 8765, 1936, 445),
    (446, 6, 3, 1, 1077, 9786, 1922, 446),
    (447, 7, 3, 1, 1355, 6882, 1914, 447),
    (448, 6, 2, 1, 1012, 8263, 1920, 448),
    (449, 5, 2, 1, 816, 5890, 1930, 449),
    (450, 5, 2, 1, 796, 3636, 1922, 450),
    (451, 6, 2, 1, 1360, 7200, 1938, 451),
    (452, 7, 3, 1, 1154, 5436, 1922, 452),
    (453, 5, 1, 1, 1362, 14115, 1993, 453),
    (454, 6, 1, 1, 2149, 12822, 2003, 454),
    (455, 4, 2, 1, 845, 7599, 1982, 455),
    (456, 6, 3, 1, 1217, 9947, 1990, 456),
    (457, 6, 3, 1, 1279, 10125, 1977, 457),
    (458, 5, 2, 1, 816, 8314, 1982, 458),
    (459, 7, 3, 1, 1560, 9196, 2003, 459),
    (460, 6, 3, 1, 1003, 7937, 1984, 460),
    (461, 5, 2, 1, 912, 7540, 1978, 461),
    (462, 7, 3, 1, 1961, 12209, 2001, 462),
    (463, 4, 2, 1, 988, 21750, 1954, 463),
    (464, 5, 3, 1, 1080, 9187, 1983, 464),
    (465, 5, 2, 1, 768, 7244, 1970, 465),
    (466, 6, 2, 1, 1389, 10010, 1974, 466),
    (467, 4, 2, 1, 816, 6600, 1982, 467),
    (468, 6, 3, 1, 1120, 8402, 2007, 468),
    (469, 7, 4, 1, 1750, 12508, 1940, 469),
    (470, 4, 1, 1, 1110, 9101, 1978, 470),
    (471, 5, 3, 1, 1062, 11333, 1976, 471),
    (472, 7, 3, 1, 1689, 13265, 2002, 472),
    (473, 5, 3, 1, 1040, 25286, 1963, 473),
    (474, 5, 2, 1, 902, 8885, 1983, 474),
    (475, 7, 4, 1, 1968, 11075, 1969, 475),
    (476, 7, 3, 1, 1710, 12118, 2004, 476),
    (477, 9, 3, 1, 1771, 21750, 1960, 477),
    (478, 5, 3, 1, 974, 10712, 1991, 478),
    (479, 5, 2, 1, 1567, 9819, 1977, 479),
    (480, 6, 3, 1, 1118, 9880, 1977, 480),
    (481, 5, 3, 1, 923, 6951, 1984, 481),
    (482, 6, 3, 1, 1034, 12328, 1976, 482),
    (483, 5, 3, 1, 874, 9858, 1968, 483),
    (484, 5, 3, 1, 816, 6600, 1982, 484),
    (485, 5, 3, 1, 833, 8780, 1985, 485),
    (486, 5, 3, 1, 1126, 17400, 1977, 486),
    (487, 6, 3, 1, 1188, 26142, 1962, 487),
    (488, 6, 3, 1, 1140, 17217, 2006, 488),
    (489, 5, 2, 1, 1253, 10920, 1960, 489),
    (490, 5, 2, 1, 1004, 11241, 1970, 490),
    (491, 6, 3, 1, 1339, 7560, 1958, 491),
    (492, 5, 3, 1, 900, 7200, 1951, 492),
    (493, 6, 2, 1, 1600, 16321, 1957, 493),
    (494, 6, 4, 1, 1700, 10552, 1959, 494),
    (495, 5, 3, 1, 1297, 8532, 1954, 495),
    (496, 5, 3, 1, 1057, 7922, 1953, 496),
    (497, 6, 3, 1, 1324, 8658, 1965, 497),
    (498, 6, 3, 1, 1150, 7945, 1959, 498),
    (499, 6, 3, 1, 1360, 7134, 1955, 499),
    (500, 7, 3, 1, 1425, 10175, 1964, 500),
    (501, 7, 3, 1, 2207, 19900, 1970, 501),
    (502, 8, 3, 1, 2223, 13651, 1973, 502),
    (503, 6, 3, 1, 1086, 10200, 1954, 503),
    (504, 4, 2, 1, 952, 8475, 1956, 504),
    (505, 8, 4, 1, 2142, 13000, 1968, 505),
    (506, 6, 3, 1, 1065, 8892, 1960, 506),
    (507, 4, 2, 1, 1040, 7200, 1950, 507),
    (508, 6, 2, 1, 1235, 8500, 1961, 508),
    (509, 6, 3, 1, 1225, 9320, 1959, 509),
    (510, 5, 3, 1, 1080, 9464, 1958, 510),
    (511, 6, 3, 1, 1348, 7590, 1966, 511),
    (512, 6, 3, 1, 1053, 8973, 1958, 512),
    (513, 8, 4, 1, 2157, 14200, 1966, 513),
    (514, 7, 3, 1, 1327, 7388, 1959, 514),
    (515, 5, 3, 1, 1214, 10355, 1967, 515),
    (516, 5, 3, 1, 864, 10500, 1971, 516),
    (517, 6, 4, 1, 1385, 8520, 1952, 517),
    (518, 5, 2, 1, 1040, 7200, 1950, 518),
    (519, 7, 3, 1, 1656, 31770, 1960, 519),
    (520, 6, 3, 1, 1362, 10197, 1961, 520),
    (521, 7, 4, 1, 1479, 7472, 1972, 521),
    (522, 8, 4, 1, 3112, 25419, 1918, 522),
    (523, 6, 3, 1, 1100, 12493, 1960, 523),
    (524, 6, 3, 1, 1092, 8250, 1964, 524),
    (525, 6, 2, 1, 1236, 10011, 1957, 525),
    (526, 4, 2, 1, 864, 10500, 1971, 526),
    (527, 6, 3, 1, 1194, 8760, 1959, 527),
    (528, 5, 2, 1, 1375, 11310, 1954, 528),
    (529, 7, 3, 1, 1302, 9350, 1964, 529),
    (530, 5, 3, 1, 1314, 8400, 1957, 530),
    (531, 6, 3, 1, 1382, 19296, 1962, 531),
    (532, 6, 3, 1, 1632, 9600, 1958, 532),
    (533, 7, 3, 1, 1734, 9786, 1962, 533),
    (534, 5, 3, 1, 858, 8125, 1971, 534),
    (535, 7, 3, 1, 1644, 9600, 1953, 535),
    (536, 5, 2, 1, 972, 8000, 1948, 536),
    (537, 11, 5, 1, 2978, 11275, 1967, 537),
    (538, 7, 3, 1, 1383, 11600, 1960, 538),
    (539, 6, 3, 1, 1056, 8176, 1958, 539),
    (540, 6, 3, 1, 1215, 12400, 1958, 540),
    (541, 5, 2, 1, 958, 12772, 1960, 541),
    (542, 6, 3, 1, 1478, 17600, 1960, 542),
    (543, 6, 3, 1, 1394, 9500, 1963, 543),
    (544, 6, 3, 1, 1431, 9150, 1962, 544),
    (545, 7, 2, 1, 1268, 7800, 1954, 545),
    (546, 7, 3, 1, 1287, 9830, 1959, 546),
    (547, 5, 3, 1, 1319, 10634, 1953, 547),
    (548, 5, 3, 1, 882, 8339, 1959, 548),
    (549, 8, 4, 1, 1812, 7590, 1962, 549),
    (550, 6, 3, 1, 1056, 8450, 1968, 550),
    (551, 6, 2, 1, 1196, 9000, 1956, 551),
    (552, 5, 3, 1, 907, 8593, 1957, 552),
    (553, 6, 2, 1, 1888, 16492, 1966, 553),
    (554, 5, 2, 1, 1277, 10628, 1970, 554),
    (555, 7, 3, 1, 1644, 9480, 1942, 555),
    (556, 5, 3, 1, 1113, 9600, 1950, 556),
    (557, 6, 3, 1, 1073, 10289, 1965, 557),
    (558, 5, 3, 1, 1578, 9490, 1941, 558),
    (559, 6, 3, 1, 1269, 7931, 1960, 559),
    (560, 5, 2, 1, 912, 7535, 1958, 560),
    (561, 6, 3, 1, 1041, 9600, 1959, 561),
    (562, 6, 2, 1, 1363, 14559, 1951, 562),
    (563, 5, 3, 1, 864, 9100, 1958, 563),
    (564, 6, 3, 1, 1244, 11988, 1957, 564),
    (565, 4, 2, 1, 928, 13300, 1956, 565),
    (566, 5, 2, 1, 827, 7200, 1955, 566),
    (567, 5, 3, 1, 864, 12735, 1972, 567),
    (568, 6, 2, 1, 1092, 14850, 1957, 568),
    (569, 4, 2, 1, 864, 7332, 1959, 569),
    (570, 5, 3, 1, 1109, 10500, 1971, 570),
    (571, 6, 2, 1, 1216, 8480, 1947, 571),
